Class,SaleDate,saleCount,Coupon,holidayCluster,disHoliday,month,dayOfWeek,dayOfYear,weekOfYear,parClass,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,bonusRatio,bonusHolRatio,bonusNotHolRatio,bonusWeekProb
1001,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1002,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,6.24,157.19,0.0146,0.1372,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,6.24,157.19,0.00892,0.1372,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1004,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,42.17,157.19,0.23107,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,42.17,157.19,0.00117,0.00624,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1005,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,5.67,157.19,0.01107,0.1372,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,5.67,157.19,0.006,0.20668,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,2.13,157.19,0.01287,0.1372,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,2.13,157.19,0.00892,0.1372,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1007,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,0.76,157.19,0.01042,0.02076,0.0,0.05,2,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0
1007,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,0.76,157.19,0.00318,0.04445,0.0,0.05,2,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0
1099,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,1.89,157.19,0.0025,0.04445,0.0,0.1125,2,0,0.0,0.025,1,0,4.5,0.0,0.0,0.0,0.0
1099,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,1.89,157.19,0.07556,0.33148,0.0,0.1125,2,0,0.0,0.025,1,0,4.5,0.0,0.0,0.0,0.0
1101,2015-04-29,0,0.0,1,0.6,4,2,119,18,11,16.45,36.87,0.23107,0.33148,0.0,0.7375,6,0,1.0,0.7,4,0,2.03448275862,0.0,0.0,0.0,0.0
1101,2015-04-30,0,0.0,1,0.8,4,3,120,18,11,16.45,36.87,0.07556,0.33148,0.0,0.7375,6,0,1.0,0.7,4,0,2.03448275862,0.0,0.0,0.0,0.0
1102,2015-04-29,0,0.0,1,0.6,4,2,119,18,11,12.48,36.87,0.23107,0.33148,0.0,0.7,4,0,0.0,0.25,3,0,5.09090909091,0.0,0.0,0.0,0.0
1102,2015-04-30,0,0.0,1,0.8,4,3,120,18,11,12.48,36.87,0.23107,0.33148,0.0,0.7,4,0,0.0,0.25,3,0,5.09090909091,0.0,0.0,0.0,0.0
1103,2015-04-29,0,0.0,1,0.6,4,2,119,18,11,6.24,36.87,0.23107,0.33148,0.0,0.3375,7,0,0.0,0.15,1,0,3.85714285714,0.0,0.0,0.0,0.0
1103,2015-04-30,0,0.0,1,0.8,4,3,120,18,11,6.24,36.87,0.01434,0.20668,0.0,0.3375,7,0,0.0,0.15,1,0,3.85714285714,0.0,0.0,0.0,0.0
1104,2015-04-29,0,0.0,1,0.6,4,2,119,18,11,1.7,36.87,0.006,0.20668,0.0,0.05,1,0,0.0,0.125,2,0,0.666666666667,0.0,0.0,0.0,0.0
1104,2015-04-30,0,0.0,1,0.8,4,3,120,18,11,1.7,36.87,0.006,0.20668,0.0,0.05,1,0,0.0,0.125,2,0,0.666666666667,0.0,0.0,0.0,0.0
1201,2015-04-29,0,0.0,1,0.6,4,2,119,18,12,1870.77,2683.71,0.00663,0.20668,86.0,87.3375,161,0,73.0,72.65,148,0,2.40350877193,0.0,0.0,0.0,0.0
1201,2015-04-30,0,0.0,1,0.8,4,3,120,18,12,1870.77,2683.71,0.23107,0.33148,86.0,87.3375,161,0,73.0,72.65,148,0,2.40350877193,0.0,0.0,0.0,0.0
1202,2015-04-29,0,0.0,1,0.6,4,2,119,18,12,171.14,2683.71,0.00131,0.0138,8.0,8.225,20,0,6.0,6.175,16,0,2.65322580645,0.0,0.0,0.0,0.0
1202,2015-04-30,0,0.0,1,0.8,4,3,120,18,12,171.14,2683.71,0.00659,0.02076,8.0,8.225,20,0,6.0,6.175,16,0,2.65322580645,0.0,0.0,0.0,0.0
1203,2015-04-29,0,0.0,1,0.6,4,2,119,18,12,611.74,2683.71,0.02406,0.11165,27.0,28.8,84,0,23.5,23.275,44,0,2.47210300429,0.0,0.0,0.0,0.0
1203,2015-04-30,0,0.0,1,0.8,4,3,120,18,12,611.74,2683.71,0.02172,0.02901,27.0,28.8,84,0,23.5,23.275,44,0,2.47210300429,0.0,0.0,0.0,0.0
1205,2015-04-29,0,0.0,1,0.6,4,2,119,18,12,30.07,2683.71,0.00402,0.1372,1.0,1.6,8,0,0.5,0.775,4,0,4.0,0.0,0.0,0.0,0.0
1205,2015-04-30,0,0.0,1,0.8,4,3,120,18,12,30.07,2683.71,0.00521,0.02901,1.0,1.6,8,0,0.5,0.775,4,0,4.0,0.0,0.0,0.0,0.0
1301,2015-04-29,0,0.0,1,0.6,4,2,119,18,13,1.58,65.92,0.02455,0.11165,2.0,2.5,7,0,1.0,2.05,7,0,2.40963855422,0.0,0.0,0.0,0.0
1301,2015-04-30,0,0.0,1,0.8,4,3,120,18,13,1.58,65.92,0.01007,0.07166,2.0,2.5,7,0,1.0,2.05,7,0,2.40963855422,0.0,0.0,0.0,0.0
1302,2015-04-29,0,0.0,1,0.6,4,2,119,18,13,0.65,65.92,0.02406,0.11165,1.0,0.8125,5,0,0.0,0.875,5,0,1.80555555556,0.0,0.0,0.0,0.0
1302,2015-04-30,0,0.0,1,0.8,4,3,120,18,13,0.65,65.92,0.02235,0.07166,1.0,0.8125,5,0,0.0,0.875,5,0,1.80555555556,0.0,0.0,0.0,0.0
1306,2015-04-29,0,0.0,1,0.6,4,2,119,18,13,11.54,65.92,0.02396,0.1372,0.0,0.6125,8,0,0.0,0.3,3,0,3.76923076923,0.0,0.0,0.0,0.0
1306,2015-04-30,0,0.0,1,0.8,4,3,120,18,13,11.54,65.92,0.03772,0.20668,0.0,0.6125,8,0,0.0,0.3,3,0,3.76923076923,0.0,0.0,0.0,0.0
1308,2015-04-29,0,0.0,1,0.6,4,2,119,18,13,84.34,65.92,0.23107,0.33148,4.0,3.8875,14,0,3.0,3.375,11,0,2.28676470588,0.0,0.0,0.0,0.0
1308,2015-04-30,0,0.0,1,0.8,4,3,120,18,13,84.34,65.92,0.07556,0.33148,4.0,3.8875,14,0,3.0,3.375,11,0,2.28676470588,0.0,0.0,0.0,0.0
1402,2015-04-29,0,0.0,1,0.6,4,2,119,18,14,0.38,3.4,0.00768,0.04445,0.0,0.025,1,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0
1402,2015-04-30,0,0.0,1,0.8,4,3,120,18,14,0.38,3.4,0.23107,0.33148,0.0,0.025,1,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0
1403,2015-04-29,0,0.0,1,0.6,4,2,119,18,14,3.03,3.4,0.00304,0.0138,0.0,0.1625,4,0,0.0,0.075,1,0,3.25,0.0,0.0,0.0,0.0
1403,2015-04-30,0,0.0,1,0.8,4,3,120,18,14,3.03,3.4,0.00327,0.1372,0.0,0.1625,4,0,0.0,0.075,1,0,3.25,0.0,0.0,0.0,0.0
1501,2015-04-29,0,1.0,1,0.6,4,2,119,18,15,101.99,966.64,0.0053,0.1372,3.0,3.0,12,0,2.0,2.375,10,0,2.5,0.3228,0.3714,0.3027,0.228915662651
1501,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,101.99,966.64,0.02534,0.20668,3.0,3.0,12,0,2.0,2.375,10,0,2.5,0.3228,0.3714,0.3027,0.156626506024
1502,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,3.96,966.64,0.01446,0.07166,0.0,0.125,2,0,0.0,0.075,2,0,2.5,0.1667,0.0,0.2222,0.0
1502,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,3.96,966.64,0.02235,0.07166,0.0,0.125,2,0,0.0,0.075,2,0,2.5,0.1667,0.0,0.2222,0.0
1503,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,18.88,966.64,0.0025,0.04445,0.0,0.625,4,0,0.0,0.3,2,0,3.84615384615,0.1455,0.1818,0.1333,0.222222222222
1503,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,18.88,966.64,0.0341,0.20668,0.0,0.625,4,0,0.0,0.3,2,0,3.84615384615,0.1455,0.1818,0.1333,0.0
1504,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,8.83,966.64,0.00848,0.11165,0.0,0.2375,2,0,0.0,0.25,3,0,1.72727272727,0.0,0.0,0.0,0.0
1504,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,8.83,966.64,0.02396,0.1372,0.0,0.2375,2,0,0.0,0.25,3,0,1.72727272727,0.0,0.0,0.0,0.0
1505,2015-04-29,0,15.0,1,0.6,4,2,119,18,15,359.56,966.64,0.01721,0.1372,10.0,9.9375,26,0,9.5,9.65,21,0,2.05426356589,0.9505,0.7354,1.0729,0.207972270364
1505,2015-04-30,0,9.0,1,0.8,4,3,120,18,15,359.56,966.64,0.00371,0.33148,10.0,9.9375,26,0,9.5,9.65,21,0,2.05426356589,0.9505,0.7354,1.0729,0.1143847487
1508,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,33.49,966.64,0.0341,0.20668,1.0,1.075,4,0,0.0,0.6,3,0,3.44,0.2472,0.087,0.2985,0.217391304348
1508,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,33.49,966.64,0.23107,0.33148,1.0,1.075,4,0,0.0,0.6,3,0,3.44,0.2472,0.087,0.2985,0.0869565217391
1509,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,3.04,966.64,0.02114,0.33148,0.0,0.0875,2,0,0.0,0.075,1,0,1.75,0.1,0.3333,0.0,0.0
1509,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,3.04,966.64,0.02172,0.02901,0.0,0.0875,2,0,0.0,0.075,1,0,1.75,0.1,0.3333,0.0,0.0
1510,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,38.97,966.64,0.00965,0.1372,1.0,0.9625,4,0,1.0,1.275,13,0,1.48076923077,0.29,0.4857,0.1818,0.166666666667
1510,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,38.97,966.64,0.00131,0.11165,1.0,0.9625,4,0,1.0,1.275,13,0,1.48076923077,0.29,0.4857,0.1818,0.0333333333333
1511,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,3.65,966.64,0.23107,0.33148,0.0,0.0625,2,0,0.0,0.175,1,0,0.625,0.0,0.0,0.0,0.0
1511,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,3.65,966.64,0.03758,0.20668,0.0,0.0625,2,0,0.0,0.175,1,0,0.625,0.0,0.0,0.0,0.0
1512,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,28.01,966.64,0.0146,0.1372,0.0,0.7375,7,0,0.0,0.825,11,0,1.73529411765,0.5763,0.4783,0.6216,0.428571428571
1512,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,28.01,966.64,0.01102,0.1372,0.0,0.7375,7,0,0.0,0.825,11,0,1.73529411765,0.5763,0.4783,0.6216,0.0857142857143
1513,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,17.05,966.64,0.00848,0.11165,0.0,0.55,6,0,0.0,0.3,2,0,3.38461538462,0.2667,0.0,0.3636,0.615384615385
1513,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,17.05,966.64,0.01721,0.1372,0.0,0.55,6,0,0.0,0.3,2,0,3.38461538462,0.2667,0.0,0.3636,0.0
1514,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,0.61,966.64,0.00848,0.11165,0.0,0.025,1,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0
1514,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,0.61,966.64,0.00848,0.11165,0.0,0.025,1,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0
1515,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,26.79,966.64,0.0146,0.1372,0.0,0.7375,5,0,0.0,0.725,3,0,1.96666666667,0.6481,0.4286,0.7647,0.277777777778
1515,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,26.79,966.64,0.00318,0.04445,0.0,0.7375,5,0,0.0,0.725,3,0,1.96666666667,0.6481,0.4286,0.7647,0.166666666667
1516,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,5.18,966.64,0.03758,0.20668,0.0,0.175,5,0,0.0,0.075,2,0,3.5,0.0,0.0,0.0,0.0
1516,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,5.18,966.64,0.02758,0.11165,0.0,0.175,5,0,0.0,0.075,2,0,3.5,0.0,0.0,0.0,0.0
1517,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,110.52,966.64,0.01801,0.20668,3.0,3.175,11,0,2.0,2.725,7,0,2.30909090909,1.104,1.3404,1.0079,0.192708333333
1517,2015-04-30,0,2.0,1,0.8,4,3,120,18,15,110.52,966.64,0.23107,0.33148,3.0,3.175,11,0,2.0,2.725,7,0,2.30909090909,1.104,1.3404,1.0079,0.104166666667
1518,2015-04-29,0,11.0,1,0.6,4,2,119,18,15,319.98,966.64,0.03772,0.20668,8.0,8.9125,23,0,8.0,8.45,18,0,2.10324483776,1.0153,0.9825,1.0284,0.24670433145
1518,2015-04-30,0,6.0,1,0.8,4,3,120,18,15,319.98,966.64,0.00768,0.04445,8.0,8.9125,23,0,8.0,8.45,18,0,2.10324483776,1.0153,0.9825,1.0284,0.103578154426
1519,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,61.19,966.64,0.23107,0.33148,1.0,1.6125,20,0,1.0,1.8,27,0,1.76712328767,0.7876,1.0278,0.6667,0.355555555556
1519,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,61.19,966.64,0.23107,0.33148,1.0,1.6125,20,0,1.0,1.8,27,0,1.76712328767,0.7876,1.0278,0.6667,0.0444444444444
1521,2015-04-29,0,0.0,1,0.6,4,2,119,18,15,205.52,966.64,0.03758,0.20668,9.0,9.1375,22,0,8.0,7.475,18,0,2.43666666667,0.0039,0.0101,0.0014,0.0
1521,2015-04-30,0,0.0,1,0.8,4,3,120,18,15,205.52,966.64,0.00768,0.04445,9.0,9.1375,22,0,8.0,7.475,18,0,2.43666666667,0.0039,0.0101,0.0014,0.0
2001,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,88.29,1788.34,0.03772,0.20668,2.0,2.2375,15,0,1.5,2.775,13,0,1.59821428571,0.0283,0.009,0.0405,0.666666666667
2001,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,88.29,1788.34,0.02534,0.20668,2.0,2.2375,15,0,1.5,2.775,13,0,1.59821428571,0.0283,0.009,0.0405,0.0
2002,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,69.11,1788.34,0.0341,0.20668,2.0,1.9625,6,0,1.0,1.75,5,0,2.21126760563,0.2737,0.3148,0.254,0.2
2002,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,69.11,1788.34,0.23107,0.33148,2.0,1.9625,6,0,1.0,1.75,5,0,2.21126760563,0.2737,0.3148,0.254,0.1
2003,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,42.62,1788.34,0.01287,0.1372,0.0,0.95,5,0,1.0,1.6,7,0,1.16923076923,0.1371,0.1207,0.1493,0.222222222222
2003,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,42.62,1788.34,0.00754,0.07166,0.0,0.95,5,0,1.0,1.6,7,0,1.16923076923,0.1371,0.1207,0.1493,0.0
2004,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,0.91,1788.34,0.23107,0.33148,0.0,0.0125,1,0,0.0,0.05,1,0,0.333333333333,0.0,0.0,0.0,0.0
2004,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,0.91,1788.34,0.01042,0.02076,0.0,0.0125,1,0,0.0,0.05,1,0,0.333333333333,0.0,0.0,0.0,0.0
2005,2015-04-29,0,1.0,1,0.6,4,2,119,18,20,125.74,1788.34,0.00659,0.02076,4.0,3.575,12,0,3.0,3.175,9,0,2.234375,0.1795,0.1636,0.186,0.203125
2005,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,125.74,1788.34,0.01287,0.1372,4.0,3.575,12,0,3.0,3.175,9,0,2.234375,0.1795,0.1636,0.186,0.1875
2006,2015-04-29,0,6.0,1,0.6,4,2,119,18,20,190.28,1788.34,0.0007,0.02901,5.0,6.025,17,0,3.0,3.575,15,0,3.34722222222,0.2545,0.1339,0.2949,0.3125
2006,2015-04-30,0,1.0,1,0.8,4,3,120,18,20,190.28,1788.34,0.02406,0.11165,5.0,6.025,17,0,3.0,3.575,15,0,3.34722222222,0.2545,0.1339,0.2949,0.140625
2007,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,116.3,1788.34,0.00965,0.1372,3.0,3.225,12,0,2.0,3.1,15,0,2.064,0.3027,0.4535,0.2392,0.222222222222
2007,2015-04-30,0,1.0,1,0.8,4,3,120,18,20,116.3,1788.34,0.23107,0.33148,3.0,3.225,12,0,2.0,3.1,15,0,2.064,0.3027,0.4535,0.2392,0.144444444444
2008,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,167.75,1788.34,0.23107,0.33148,5.0,4.9125,16,0,3.0,3.95,12,0,2.47169811321,0.0356,0.0127,0.0451,0.3
2008,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,167.75,1788.34,0.02534,0.20668,5.0,4.9125,16,0,3.0,3.95,12,0,2.47169811321,0.0356,0.0127,0.0451,0.15
2009,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,143.7,1788.34,0.00215,0.11165,4.0,4.3,16,0,2.0,3.2,9,0,2.66666666667,0.0216,0.032,0.0177,0.181818181818
2009,2015-04-30,0,1.0,1,0.8,4,3,120,18,20,143.7,1788.34,0.01287,0.1372,4.0,4.3,16,0,2.0,3.2,9,0,2.66666666667,0.0216,0.032,0.0177,0.0909090909091
2010,2015-04-29,0,3.0,1,0.6,4,2,119,18,20,52.37,1788.34,0.00304,0.0138,1.0,1.6375,7,0,1.0,1.025,3,0,3.11904761905,1.3699,0.9091,1.5385,0.287128712871
2010,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,52.37,1788.34,0.00054,0.0138,1.0,1.6375,7,0,1.0,1.025,3,0,3.11904761905,1.3699,0.9091,1.5385,0.148514851485
2011,2015-04-29,0,22.0,1,0.6,4,2,119,18,20,312.37,1788.34,0.23107,0.33148,8.0,9.4625,34,0,6.5,6.725,14,0,2.8037037037,0.1859,0.102,0.2186,0.364197530864
2011,2015-04-30,0,4.0,1,0.8,4,3,120,18,20,312.37,1788.34,0.02172,0.02901,8.0,9.4625,34,0,6.5,6.725,14,0,2.8037037037,0.1859,0.102,0.2186,0.148148148148
2012,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,26.18,1788.34,0.00201,0.1372,1.0,0.7375,4,0,0.0,0.675,3,0,2.10714285714,0.061,0.037,0.0714,0.5
2012,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,26.18,1788.34,0.0341,0.20668,1.0,0.7375,4,0,0.0,0.675,3,0,2.10714285714,0.061,0.037,0.0714,0.0
2013,2015-04-29,0,1.0,1,0.6,4,2,119,18,20,144.31,1788.34,0.02758,0.11165,4.0,4.0125,12,0,4.0,3.825,13,0,2.08441558442,0.0771,0.0621,0.0842,0.228571428571
2013,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,144.31,1788.34,0.23107,0.33148,4.0,4.0125,12,0,4.0,3.825,13,0,2.08441558442,0.0771,0.0621,0.0842,0.171428571429
2014,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,224.38,1788.34,0.23107,0.33148,6.5,6.8875,16,0,4.5,4.65,12,0,2.94652406417,0.0513,0.0625,0.0474,0.297297297297
2014,2015-04-30,0,0.0,1,0.8,4,3,120,18,20,224.38,1788.34,0.00145,0.11165,6.5,6.8875,16,0,4.5,4.65,12,0,2.94652406417,0.0513,0.0625,0.0474,0.162162162162
2015,2015-04-29,0,0.0,1,0.6,4,2,119,18,20,84.03,1788.34,0.23107,0.33148,2.0,2.2125,13,0,2.0,2.475,10,0,1.77,0.1542,0.1236,0.1711,0.315789473684
2015,2015-04-30,0,2.0,1,0.8,4,3,120,18,20,84.03,1788.34,0.00206,0.11165,2.0,2.2125,13,0,2.0,2.475,10,0,1.77,0.1542,0.1236,0.1711,0.184210526316
2101,2015-04-29,0,0.0,1,0.6,4,2,119,18,21,17.05,114.79,0.23107,0.33148,0.0,0.3375,3,0,0.0,0.725,6,0,0.9,0.1633,0.1111,0.2174,0.111111111111
2101,2015-04-30,0,0.0,1,0.8,4,3,120,18,21,17.05,114.79,0.23107,0.33148,0.0,0.3375,3,0,0.0,0.725,6,0,0.9,0.1633,0.1111,0.2174,0.0
2102,2015-04-29,0,0.0,1,0.6,4,2,119,18,21,0.17,114.79,0.07556,0.33148,0.0,0.2875,4,0,0.0,0.075,1,0,5.75,0.0,0.0,0.0,0.0
2102,2015-04-30,0,0.0,1,0.8,4,3,120,18,21,0.17,114.79,0.01102,0.1372,0.0,0.2875,4,0,0.0,0.075,1,0,5.75,0.0,0.0,0.0,0.0
2103,2015-04-29,0,0.0,1,0.6,4,2,119,18,21,19.79,114.79,0.01287,0.1372,0.0,0.6875,5,0,0.0,0.25,2,0,5.0,0.1186,0.0,0.1429,0.125
2103,2015-04-30,0,0.0,1,0.8,4,3,120,18,21,19.79,114.79,0.23107,0.33148,0.0,0.6875,5,0,0.0,0.25,2,0,5.0,0.1186,0.0,0.1429,0.125
2104,2015-04-29,0,0.0,1,0.6,4,2,119,18,21,39.58,114.79,0.00369,0.07166,1.0,1.0625,5,0,1.0,1.125,4,0,1.84782608696,0.1593,0.15,0.1622,0.210526315789
2104,2015-04-30,0,0.0,1,0.8,4,3,120,18,21,39.58,114.79,0.23107,0.33148,1.0,1.0625,5,0,1.0,1.125,4,0,1.84782608696,0.1593,0.15,0.1622,0.0
2105,2015-04-29,0,0.0,1,0.6,4,2,119,18,21,68.81,114.79,0.00206,0.11165,1.0,1.8625,15,0,1.0,1.925,10,0,1.91025641026,0.7197,0.4182,0.9231,0.21875
2105,2015-04-30,0,0.0,1,0.8,4,3,120,18,21,68.81,114.79,0.23107,0.33148,1.0,1.8625,15,0,1.0,1.925,10,0,1.91025641026,0.7197,0.4182,0.9231,0.09375
2106,2015-04-29,0,0.0,1,0.6,4,2,119,18,21,21.31,114.79,0.02455,0.11165,0.0,0.625,3,0,0.0,0.5,3,0,2.38095238095,0.6512,0.5,0.7,0.241379310345
2106,2015-04-30,0,0.0,1,0.8,4,3,120,18,21,21.31,114.79,0.03772,0.20668,0.0,0.625,3,0,0.0,0.5,3,0,2.38095238095,0.6512,0.5,0.7,0.103448275862
2107,2015-04-29,0,0.0,1,0.6,4,2,119,18,21,4.87,114.79,0.02114,0.33148,0.0,0.1625,6,0,0.0,0.075,1,0,3.25,0.2143,0.0,0.2727,0.0
2107,2015-04-30,0,0.0,1,0.8,4,3,120,18,21,4.87,114.79,0.03758,0.20668,0.0,0.1625,6,0,0.0,0.075,1,0,3.25,0.2143,0.0,0.2727,0.0
2108,2015-04-29,0,0.0,1,0.6,4,2,119,18,21,0.61,114.79,0.07556,0.33148,0.0,0.025,1,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0
2108,2015-04-30,0,0.0,1,0.8,4,3,120,18,21,0.61,114.79,0.00663,0.20668,0.0,0.025,1,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0
